username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2020-02-14 08:04;2;2;"संसार को अब पता चला है कि चीन में cronovirus फैला है। आज शोर मचा रहा है कि चीन का सामान न मंगवाओ। लेकिन वहां वायरस फैले काफी देर हो गयी।पिछले साल डेढ़ साल में जो समान आ चुका है,उस के result भी सामने आएंगे।जनी जान मुर्शिद ने तो वायरस के खतरे को तब देख लिया था। दुसरा पेज आगे-----";;;;"1228198323078623232";https://twitter.com/imGurmukh_insan/status/1228198323078623232
;2020-02-14 03:44;0;0;"This is what I am curious too. But I don't like the comments below talking about burning bodies. That is not truth. This is a picture of Beijing, where only 3 people died of cronovirus.";;;;"1228132939310882816";https://twitter.com/feiyuechidao/status/1228132939310882816
;2020-02-14 03:24;0;9;"International schools in Shanghai spending money on Facebook ads to show how they're tackling the cronovirus. Also proves Facebook spies on me, I was researching schools for a separate and totally unrelated matter a few weeks ago. pic.twitter.com/UfXmHCI96g";;;;"1228127946503622656";https://twitter.com/CameronWEF/status/1228127946503622656
;2020-02-14 01:36;0;0;"Ikke glemme at det er 3 million uigurer i konsentrasjonsleiren. De mangler mat i nesten 9 dager!!! Akutt situasjon !!!!! # Uyghur # uigurer # Amnesty # Norge # cronovirus # HumanRights";;;# # # # # #;"1228100687583744000";https://twitter.com/ibrahim_rkesh/status/1228100687583744000
;2020-02-14 01:24;0;6;"What are your thoughts on the crono virus??";;;;"1228097595572137985";https://twitter.com/IssacRblx/status/1228097595572137985
;2020-02-13 22:34;1;0;"Zero Hedge is banned on twitter WHY # CRONOVIRUS # WHATSGOINON";;;# #;"1228054909947392000";https://twitter.com/JadeJJuhasz/status/1228054909947392000
;2020-02-13 22:21;0;0;"# FindQiushi # ChinaCoronaVirus # cronovirus # caronavirusoutbreak Where is Qiushi? Where has # China taken him!? # COVID19";;;# # # # # #;"1228051481624010754";https://twitter.com/msmellymel/status/1228051481624010754
;2020-02-13 22:04;0;0;"Daily Mail: Nearly 800 Britons are tested for the killer coronavirus in a day. https://www.dailymail.co.uk/health/article-8000819/Nearly-800-Britons-tested-killer-coronavirus-day.html … Pics and info map. # cronovirus";;;#;"1228047421491601408";https://twitter.com/needchoc/status/1228047421491601408
;2020-02-13 21:42;0;2;"# cronovirus pic.twitter.com/KoCpE7sWhb – bei Gorakhpur, Uttar Pradesh";;;#;"1228041869914865664";https://twitter.com/Jacksparrow9807/status/1228041869914865664
;2020-02-13 21:02;1;2;"خر خودمون(ری استارت) هستند. تمام زورشون بزنند. سرنوشت کشورم توسط بزرگان دیده شده و خواهد هم شد حالا هی زور بزنند هی زور بزنند. هنوز عبرت نگرفتند مثل اینکه تن دموکرات‌های آمریکا باسه یه ویروس جدید تنگ شد... # cronovirus # شاه_نعمت_الله اگه خوشگله لایق بدونه آماده ایم انشاءالله..";;;# #;"1228031718382358534";https://twitter.com/Soldier36267190/status/1228031718382358534
;2020-02-13 20:58;0;2;"Including corona 19 Virus. # cronovirus https://twitter.com/newvisionwire/status/1227890618938073088 …";;;#;"1228030816514723843";https://twitter.com/IamMatia/status/1228030816514723843
;2020-02-13 20:56;0;0;"# cronovirus";;;#;"1228030212006387714";https://twitter.com/P3llSnow09/status/1228030212006387714
;2020-02-13 20:17;0;1;"Nepal first to cure cronovirus pic.twitter.com/u2TZrac3mA";;;;"1228020281798615042";https://twitter.com/Anil15306063/status/1228020281798615042
;2020-02-13 19:49;0;0;"Don't worry cronovirus will kill us before that";;;;"1228013371175231488";https://twitter.com/ShreeOT7/status/1228013371175231488
;2020-02-13 19:48;0;2;"Puto caga tas com cronovirus https://twitter.com/duxxdessashit/status/1227983226842570752 …";;;;"1228013169702055937";https://twitter.com/Rodrigoagu1ar/status/1228013169702055937
;2020-02-13 19:03;0;0;"Pressen borde pressa ändå mer! "Det finns gott om tråkiga # nyheter runtomkring idioten" # Svpol # EU # Sweden # OSCE # Crime # SD # Sverigedemokraterna # Sweden # Politics # Corruption # News # Virus # coronavirus # cronovirus # VirusCorona";;;# # # # # # # # # # # # # # # #;"1228001876140056576";https://twitter.com/RealNobakhtAhad/status/1228001876140056576
;2020-02-13 18:46;0;0;"My Bacteria, called Cronovirus, just got eradicated in 562 days! # PlagueInc http://s.ndemiccreations.com/plague/i/8dc84c010f88e9b5 … Come play";;;#;"1227997401128079360";https://twitter.com/SBoy1122/status/1227997401128079360
;2020-02-13 17:49;0;1;"O ny foi cheirar o carregador do chineses sera que apanhou crono virus";;;;"1227983206386995200";https://twitter.com/Rodrigoagu1ar/status/1227983206386995200
;2020-02-13 17:13;0;0;"CHINA STOP CRUELTY ON MUSLIM, RELEASE THEM FROM DETENTION CENTRES... China Crono virus, 50,000 Hazar se Zayed ki mauth, ek khabar .. PUBLIC AWARENESS MISSION..M SAMIUDDIN KHAN";;;;"1227974129136979972";https://twitter.com/MSamiuddinKhan3/status/1227974129136979972
